Round,GCN_FedMH,GCN_FedMH_incremental,GCN_FedAvg,GCN_FedAvg_incremental,GCN_FedSem_FT,GCN_FedSem_FT_incremental,GCN_FedMatch_FT,GCN_FedMatch_FT_incremental,GCN_FLwF,GCN_FLwF_incremental
1,0.5873983739837398,0.6124401913875599,0.5873983739837398,0.5896805896805897,0.5873983739837398,0.6124401913875599,0.5092476489028214,0.8246860933428096,0.5873983739837398,0.8246860933428096
2,0.5873983739837398,0.6124401913875599,0.5599304237824162,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.5092476489028214,0.8246860933428096,0.5873983739837398,0.8246860933428096
3,0.5873983739837398,0.6124401913875599,0.55,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.5092476489028214,0.8246860933428096,0.5873983739837398,0.8246860933428096
4,0.5873983739837398,0.6124401913875599,0.4799177735610373,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.5590697181606272,0.8246860933428096,0.5873983739837398,0.8246860933428096
5,0.5666666666666667,0.6124401913875599,0.594988344988345,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.5821721774497252,0.8246860933428096,0.5666666666666667,0.8246860933428096
6,0.5666666666666667,0.6124401913875599,0.5586419753086421,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.6042138712351479,0.8246860933428096,0.5666666666666667,0.8246860933428096
7,0.5666666666666667,0.6124401913875599,0.5833333333333334,0.6124401913875599,0.5873983739837398,0.6124401913875599,0.6252886002886002,0.8246860933428096,0.5666666666666667,0.8246860933428096
8,0.5448717948717949,0.6124401913875599,0.6770833333333334,0.6124401913875599,0.5666666666666667,0.6124401913875599,0.6454801760557156,0.8246860933428096,0.5666666666666667,0.8246860933428096
9,0.5448717948717949,0.6124401913875599,0.594988344988345,0.6124401913875599,0.5666666666666667,0.6124401913875599,0.6648637403786145,0.8246860933428096,0.5666666666666667,0.8246860933428096
10,0.5448717948717949,0.6124401913875599,0.5601851851851851,0.6124401913875599,0.5666666666666667,0.6124401913875599,0.7014705882352942,0.8578175787728026,0.5448717948717949,0.8578175787728026
11,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.7193783150363883,0.7575757575757575,0.7193783150363883
12,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.753091684434968,0.7575757575757575,0.7193783150363883
13,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.753091684434968,0.7575757575757575,0.753091684434968
14,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.7832100004180776,0.7575757575757575,0.7832100004180776
15,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.8104287882620794,0.7575757575757575,0.8104287882620794
16,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8886363636363637,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.8352806105220503,0.7575757575757575,0.8352806105220503
17,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8517482517482518,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.8352806105220503,0.7575757575757575,0.8581803625550408
18,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8517482517482518,0.7575757575757575,0.8004434589800443,0.5675716900549115,0.8581803625550408,0.7575757575757575,0.8581803625550408
19,0.7575757575757575,0.8004434589800443,0.7575757575757575,0.8517482517482518,0.7575757575757575,0.8004434589800443,0.5933222183222183,0.8794562655828408,0.7575757575757575,0.8581803625550408
20,0.7575757575757575,0.8004434589800443,0.7142857142857144,0.8517482517482518,0.7575757575757575,0.8004434589800443,0.5933222183222183,0.8794562655828408,0.7575757575757575,0.8581803625550408
21,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.5656565656565656,0.6892009264620729,0.7051523989249157,0.8166666666666668,0.7233114090564129
22,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.6892009264620729,0.7523168471368646,0.8166666666666668,0.7324888164220912
23,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.6892009264620729,0.7904219475773471,0.8166666666666668,0.7628383506197824
24,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.6892009264620729,0.7628383506197824,0.8166666666666668,0.7324888164220912
25,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.6892009264620729,0.7904219475773471,0.8166666666666668,0.7628383506197824
26,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.6892009264620729,0.7628383506197824,0.8166666666666668,0.7904219475773471
27,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.7152097902097901,0.7904219475773471,0.8166666666666668,0.7904219475773471
28,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.7152097902097901,0.7904219475773471,0.8166666666666668,0.8157202493280723
29,0.8166666666666668,0.6124401913875599,0.8166666666666668,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.7152097902097901,0.7904219475773471,0.8166666666666668,0.8391133576966427
30,0.8166666666666668,0.6124401913875599,0.7954545454545453,0.5896805896805897,0.8166666666666668,0.6124401913875599,0.7152097902097901,0.7904219475773471,0.8166666666666668,0.8609059963341189
31,0.8166666666666667,0.8004434589800443,0.8166666666666667,0.7858897858897861,0.8166666666666667,0.7858897858897861,0.7073765494818126,0.6787073271147744,0.8166666666666667,0.6333315794704504
32,0.8166666666666667,0.8004434589800443,0.8166666666666667,0.7272727272727273,0.8166666666666667,0.7212121212121212,0.7073765494818126,0.7053552115200395,0.8166666666666667,0.7793348528294489
33,0.8166666666666667,0.8004434589800443,0.8166666666666667,0.7272727272727273,0.8166666666666667,0.7212121212121212,0.7073765494818126,0.8455003892104107,0.8166666666666667,0.8191613183690067
34,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7212121212121212,0.7073765494818126,0.8560796378145277,0.8166666666666667,0.8379426397424641
35,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7537878787878788,0.7073765494818126,0.9073002335262464,0.8166666666666667,0.8906980250263832
36,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7272727272727273,0.7073765494818126,0.9393493061010736,0.8166666666666667,0.9393493061010736
37,0.8166666666666667,0.6415584415584417,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7272727272727273,0.7073765494818126,0.9393493061010736,0.8166666666666667,0.8880619405224105
38,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.7537878787878788,0.8166666666666667,0.7272727272727273,0.7073765494818126,0.9382001556841644,0.8166666666666667,0.9393493061010736
39,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.7002457002457003,0.8166666666666667,0.7272727272727273,0.7380733005733006,0.954101046730682,0.8166666666666667,0.9382001556841644
40,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.6717171717171717,0.8166666666666667,0.7272727272727273,0.7380733005733006,0.954101046730682,0.8166666666666667,0.9382001556841644
41,,0.7002457002457003,,0.7002457002457003,,0.6096256684491979,,0.54136460554371,,0.4899890789952675
42,,0.6415584415584417,,0.7002457002457003,,0.6096256684491979,,0.5589839604246661,,0.5442353450140601
43,,0.6415584415584417,,0.7002457002457003,,0.6415584415584417,,0.606479796141245,,0.6670213659656689
44,,0.6096256684491979,,0.7002457002457003,,0.6415584415584417,,0.6770851624231783,,0.729726368159204
45,,0.6096256684491979,,0.7272727272727273,,0.6717171717171717,,0.7214508851093372,,0.7553944562899787
46,,0.5757575757575758,,0.7212121212121212,,0.6717171717171717,,0.7445499773857983,,0.8054342785497141
47,,0.5397727272727273,,0.6877005347593584,,0.6717171717171717,,0.7693465445879845,,0.8616079267527906
48,,0.501466275659824,,0.7212121212121212,,0.6717171717171717,,0.8143005900728912,,0.8776972281449894
49,,0.501466275659824,,0.652892561983471,,0.6717171717171717,,0.8116040351601675,,0.8923617208077261
50,,0.501466275659824,,0.7212121212121212,,0.6717171717171717,,0.8308541326978552,,0.908272921108742
51,,0.8080808080808081,,0.7777777777777778,,0.7777777777777778,,0.7536090041595301,,0.7460219563340323
52,,0.8080808080808081,,0.8080808080808081,,0.8366013071895425,,0.7610726853537192,,0.7610726853537192
53,,0.8080808080808081,,0.8366013071895425,,0.8366013071895425,,0.7610726853537192,,0.7610726853537192
54,,0.8366013071895425,,0.8366013071895425,,0.8366013071895425,,0.7946741701329417,,0.7610726853537192
55,,0.8366013071895425,,0.8366013071895425,,0.936026936026936,,0.7946741701329417,,0.7610726853537192
56,,0.8366013071895425,,0.8366013071895425,,0.8366013071895425,,0.8241690466927916,,0.7946741701329417
57,,0.8366013071895425,,0.8366013071895425,,0.936026936026936,,0.8742171495463857,,0.7946741701329417
58,,0.8366013071895425,,0.8366013071895425,,0.936026936026936,,0.8504619758351102,,0.7946741701329417
59,,0.8366013071895425,,0.936026936026936,,0.936026936026936,,0.8742171495463857,,0.7946741701329417
60,,0.8366013071895425,,0.936026936026936,,0.936026936026936,,0.8742171495463857,,0.8742171495463857
61,,0.5333333333333333,,0.5333333333333333,,0.8148148148148149,,0.6774894002891944,,0.6889809711550067
